,Minute,Team1:TopLane,Team1:Jungle,Team1:MidLane,Team1:AD Carry,Team1:Support,Team2:TopLane,Team2:Jungle,Team2:MidLane,Team2:AD Carry,Team2:Support,Team1:Gold,Team2:Gold,Team1:Kills,Team2:Kills,Team1:TurretKills,Team2:TurretKills,Team1:InhibitorKills,Team2:InhibitorKills,Team1:DragonKills,Team2:DragonKills,Team1:ElderDragonKills,Team2:ElderDragonKills,Team1:BaronKills,Team2:BaronKills,Team1:AverageLevel,Team2:AverageLevel,Winner,MatchID,Elo
7542,3,878,937,1341,939,739,874,993,871,720,735,4834,4193,1,0,0,0,0,0,0,0,0,0,0,0,2.6,2.6,Team1,EUW1_7191444412,Bronze4
7543,4,1113,1225,1548,1243,930,1088,1335,1106,913,898,6059,5340,1,0,0,0,0,0,0,0,0,0,0,0,3.4,3.6,Team1,EUW1_7191444412,Bronze4
7544,5,1389,1486,1852,2063,1540,1413,1785,1623,1249,1404,8330,7474,3,2,0,0,0,0,0,0,0,0,0,0,4.4,4.0,Team1,EUW1_7191444412,Bronze4
7545,6,1589,1683,2376,2315,1774,1756,2173,1830,1620,1560,9737,8939,3,2,0,0,0,0,0,0,0,0,0,0,5.2,4.8,Team1,EUW1_7191444412,Bronze4
7546,7,2101,2010,2631,2661,1994,1999,2427,2171,1912,1796,11397,10305,4,2,0,0,0,0,0,0,0,0,0,0,5.6,5.4,Team1,EUW1_7191444412,Bronze4
7547,8,2223,2519,3029,3217,2314,2337,2658,2446,2076,1959,13302,11476,5,2,0,0,0,0,0,0,0,0,0,0,6.2,6.0,Team1,EUW1_7191444412,Bronze4
7548,9,2544,2826,3475,3564,2787,2700,2953,2655,2220,2099,15196,12627,6,2,0,0,0,0,0,0,0,0,0,0,6.8,6.2,Team1,EUW1_7191444412,Bronze4
7549,10,2757,3133,3670,4133,3079,2976,3266,2994,2582,2261,16772,14079,7,2,0,0,0,0,0,0,0,0,0,0,6.8,7.0,Team1,EUW1_7191444412,Bronze4
7550,11,3516,3283,3973,4586,3351,3127,3572,3215,2789,2482,18709,15185,8,2,0,0,0,0,0,0,0,0,0,0,7.8,7.2,Team1,EUW1_7191444412,Bronze4
7551,12,3773,3990,4391,5342,3935,3439,3715,3449,2953,2702,21431,16258,10,2,1,0,0,0,0,0,0,0,0,0,7.8,7.6,Team1,EUW1_7191444412,Bronze4
7552,13,4035,4711,4618,5638,4087,3925,4140,3629,3701,3098,23089,18493,11,3,1,0,0,0,0,0,0,0,0,0,8.2,8.2,Team1,EUW1_7191444412,Bronze4
7553,14,4357,5154,4755,5834,4290,4258,4337,4279,5536,3885,24390,22295,11,6,1,0,0,0,0,0,0,0,0,0,8.8,8.8,Team1,EUW1_7191444412,Bronze4
7554,15,4870,5276,5471,6016,4442,4464,4904,4611,5658,4188,26075,23825,13,7,1,0,0,0,0,1,0,0,0,0,9.2,9.0,Team1,EUW1_7191444412,Bronze4
7555,16,5194,5928,5789,6381,5615,4643,5297,5076,6516,4637,28907,26169,15,9,2,0,0,0,0,1,0,0,0,0,9.8,9.4,Team1,EUW1_7191444412,Bronze4
7556,17,5722,6279,6149,6866,5768,4870,5671,5327,6771,4790,30784,27429,16,9,2,0,0,0,0,1,0,0,0,0,10.2,9.8,Team1,EUW1_7191444412,Bronze4
7557,18,6264,6518,6367,7902,6072,5180,6052,5724,8474,5017,33123,30447,19,12,2,0,0,0,0,1,0,0,0,0,10.4,10.2,Team1,EUW1_7191444412,Bronze4
7558,19,6506,7331,7014,8045,6511,5666,6444,6002,8647,5219,35407,31978,22,12,3,0,0,0,0,1,0,0,0,0,10.8,10.4,Team1,EUW1_7191444412,Bronze4
7559,20,6928,7619,7269,8944,7195,6054,7079,6166,8954,5765,37955,34018,24,14,4,0,0,0,1,1,0,0,0,0,11.2,11.0,Team1,EUW1_7191444412,Bronze4
7560,21,7050,8642,7959,9612,7422,6202,7227,7247,9101,5942,40685,35719,28,14,4,1,0,0,1,1,0,0,0,0,11.8,11.0,Team1,EUW1_7191444412,Bronze4
7561,22,7591,9446,8219,10134,7673,6366,7585,7487,9404,6095,43063,36937,29,14,5,1,0,0,1,1,0,0,0,0,12.4,11.2,Team1,EUW1_7191444412,Bronze4
7562,22,8999,10329,8708,10261,8063,6558,8522,8193,9775,6422,46360,39470,34,17,6,1,0,0,1,1,0,0,0,0,13.0,11.6,Team1,EUW1_7191444412,Bronze4
7563,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7191376173,Bronze4
7564,1,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7191376173,Bronze4
7565,2,598,596,584,577,547,521,611,612,584,544,2902,2872,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,Team2,EUW1_7191376173,Bronze4
7566,3,941,1376,843,1267,982,657,993,832,762,699,5409,3943,2,0,0,0,0,0,0,0,0,0,0,0,2.6,2.2,Team2,EUW1_7191376173,Bronze4
7567,4,1106,1527,1064,1480,1219,994,1685,1025,1032,920,6396,5656,2,1,0,0,0,0,0,0,0,0,0,0,3.4,3.6,Team2,EUW1_7191376173,Bronze4
7568,5,1480,1759,1186,1798,1433,1342,2127,1427,1418,1140,7656,7454,2,2,0,0,0,0,0,0,0,0,0,0,4.0,4.2,Team2,EUW1_7191376173,Bronze4
7569,6,1624,2479,1846,2047,1809,1740,2255,1571,1632,1351,9805,8549,4,2,0,0,0,0,0,0,0,0,0,0,4.4,4.4,Team2,EUW1_7191376173,Bronze4
7570,7,2265,3337,2283,2244,2292,2023,2840,1871,1984,1865,12421,10583,8,4,0,0,0,0,1,0,0,0,0,0,4.6,4.6,Team2,EUW1_7191376173,Bronze4
7571,8,2561,3714,2720,2500,2471,2410,3277,2258,2357,2063,13966,12365,8,4,0,0,0,0,1,0,0,0,0,0,5.4,5.6,Team2,EUW1_7191376173,Bronze4
7572,9,2861,4734,3048,2890,2722,2811,3487,2709,2741,2306,16255,14054,10,5,0,0,0,0,1,0,0,0,0,0,6.2,6.4,Team2,EUW1_7191376173,Bronze4
7573,10,3387,5185,3321,3698,3237,3018,3609,2943,3031,2501,18828,15102,14,5,0,0,0,0,1,0,0,0,0,0,7.0,6.8,Team2,EUW1_7191376173,Bronze4
7574,11,3845,5794,3928,3941,3482,3294,4106,3422,3355,2733,20990,16910,15,6,0,0,0,0,1,0,0,0,0,0,7.4,7.2,Team2,EUW1_7191376173,Bronze4
7575,12,4429,6288,4170,4197,3787,3933,4344,3685,4175,3145,22871,19282,16,8,0,0,0,0,1,0,0,0,0,0,7.6,7.4,Team2,EUW1_7191376173,Bronze4
7576,13,5399,6827,4593,4429,4112,4055,4564,4142,4360,3320,25360,20441,19,8,0,0,0,0,1,0,0,0,0,0,8.2,7.8,Team2,EUW1_7191376173,Bronze4
7577,14,6126,7342,5112,5149,4378,4427,4939,4390,4869,3542,28107,22167,22,9,0,0,0,0,1,0,0,0,0,0,8.8,8.2,Team2,EUW1_7191376173,Bronze4
7578,15,6859,7934,5661,5390,4895,4659,5208,4561,5252,4714,30739,24394,26,10,0,0,0,0,2,0,0,0,0,0,9.4,8.6,Team2,EUW1_7191376173,Bronze4
7579,16,7169,8540,6175,6395,5380,5691,5705,5296,5946,5116,33659,27754,29,12,1,1,0,0,2,0,0,0,0,0,10.0,9.2,Team2,EUW1_7191376173,Bronze4
7580,17,7397,8793,6339,6517,5652,6516,5936,5418,6132,5296,34698,29298,29,13,1,1,0,0,2,0,0,0,0,0,10.2,9.4,Team2,EUW1_7191376173,Bronze4
7581,18,7703,9131,6461,6670,6038,7083,6513,6338,7827,5792,36003,33553,30,17,1,2,0,0,2,0,0,0,0,0,10.4,10.2,Team2,EUW1_7191376173,Bronze4
7582,19,8189,9706,7087,7532,6602,7819,6961,6481,8059,5973,39116,35293,32,18,2,2,0,0,2,0,0,0,0,0,10.8,10.4,Team2,EUW1_7191376173,Bronze4
7583,20,8429,10276,7287,7973,6970,8228,7138,6861,8203,6160,40935,36590,34,18,2,2,0,0,3,0,0,0,0,0,11.2,10.8,Team2,EUW1_7191376173,Bronze4
7584,21,9465,10879,7536,8780,7356,8546,7861,7034,8976,6465,44016,38882,36,20,4,2,0,0,3,0,0,0,0,0,11.8,11.2,Team2,EUW1_7191376173,Bronze4
7585,22,10358,11205,7851,9181,7539,8668,8096,7585,9330,7008,46134,40687,37,21,4,2,0,0,3,0,0,0,0,0,12.2,11.4,Team2,EUW1_7191376173,Bronze4
7586,23,10877,11674,8130,10003,7987,9455,8967,8887,10215,7404,48671,44928,39,24,5,4,0,0,3,0,0,0,0,0,12.6,12.2,Team2,EUW1_7191376173,Bronze4
7587,24,10999,11994,8620,10510,8260,9877,9260,9009,10337,7562,50383,46045,41,25,5,4,0,0,3,0,0,0,0,0,12.6,12.2,Team2,EUW1_7191376173,Bronze4
7588,25,11484,12325,8881,10891,8455,10407,9771,9501,10829,7714,52036,48222,42,26,5,4,0,0,3,0,0,0,0,0,13.0,12.8,Team2,EUW1_7191376173,Bronze4
7589,26,11606,13074,9044,11054,8671,10601,9964,9947,12167,8451,53449,51130,43,30,5,4,0,0,3,1,0,0,0,0,13.2,13.2,Team2,EUW1_7191376173,Bronze4
7590,27,11730,14341,9473,11240,9152,10919,10162,10070,12290,8605,55936,52046,47,30,5,4,0,0,3,1,0,0,0,0,13.8,13.2,Team2,EUW1_7191376173,Bronze4
7591,28,11922,14514,9609,11862,9585,11591,10284,10559,13062,8907,57492,54403,49,34,5,4,0,0,3,1,0,0,0,0,13.8,13.6,Team2,EUW1_7191376173,Bronze4
7592,29,12069,15408,9938,12604,10131,12202,10407,10765,13275,9178,60150,55827,51,34,6,4,0,0,3,1,0,0,0,0,14.2,13.6,Team2,EUW1_7191376173,Bronze4
7593,30,12392,15749,10116,12887,10329,12686,10714,11185,13877,9370,61473,57832,51,34,6,4,0,0,3,1,0,0,0,0,14.4,14.4,Team2,EUW1_7191376173,Bronze4
7594,31,12820,16172,10649,13219,10681,12871,11131,11308,14089,9991,63541,59390,52,35,6,4,0,0,3,1,0,0,0,0,14.8,14.6,Team2,EUW1_7191376173,Bronze4
7595,32,12983,16614,10772,13473,10849,13876,11463,11721,14560,10174,64691,61794,52,36,6,4,0,0,4,1,0,0,0,0,15.0,15.2,Team2,EUW1_7191376173,Bronze4
7596,33,13537,17519,10894,13763,11109,14519,12005,12498,15878,10326,66822,65226,55,41,6,4,0,0,4,1,0,0,0,0,15.4,15.4,Team2,EUW1_7191376173,Bronze4
7597,34,13659,17642,11016,13885,11261,15552,13369,13225,16592,10853,67463,69591,55,46,6,4,0,0,4,1,0,0,0,1,15.4,16.0,Team2,EUW1_7191376173,Bronze4
7598,34,13735,17717,11092,13961,11355,16105,13857,13550,16921,11237,67860,71670,55,47,6,7,0,1,4,1,0,0,0,1,15.4,16.2,Team2,EUW1_7191376173,Bronze4
7599,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7185310944,Bronze4
7600,1,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7185310944,Bronze4
7601,2,584,596,563,626,539,521,611,605,521,524,2908,2782,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,Team1,EUW1_7185310944,Bronze4
7602,3,955,917,864,916,734,727,958,881,807,717,4386,4090,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2.4,Team1,EUW1_7185310944,Bronze4
7603,4,1232,1530,1244,1941,1394,980,1335,1095,1014,1229,7341,5653,3,1,0,0,0,0,0,0,0,0,0,0,3.4,3.0,Team1,EUW1_7185310944,Bronze4
7604,5,1354,1758,1584,2308,1729,1687,2097,1448,1303,1429,8733,7964,3,3,0,0,0,0,0,0,0,0,0,0,4.2,4.2,Team1,EUW1_7185310944,Bronze4
7605,6,2108,1995,2227,2535,1884,2009,2485,1592,1716,1653,10749,9455,5,3,0,0,0,0,0,0,0,0,0,0,5.0,5.0,Team1,EUW1_7185310944,Bronze4
7606,7,2328,2212,2454,2940,2129,2222,2607,1854,1859,1878,12063,10420,5,3,0,0,0,0,0,0,0,0,0,0,5.6,5.2,Team1,EUW1_7185310944,Bronze4
7607,8,2666,2574,3134,3355,2352,2556,2886,2490,2196,2058,14081,12186,6,4,0,0,0,0,0,0,0,0,0,0,6.0,5.8,Team1,EUW1_7185310944,Bronze4
7608,9,2789,3019,3406,3829,3043,3039,3517,2723,2405,2296,16086,13980,8,5,0,0,0,0,0,0,0,0,0,0,6.8,6.4,Team1,EUW1_7185310944,Bronze4
7609,10,3180,3401,3739,4533,3625,3266,3835,3145,2628,2535,18478,15409,8,6,1,0,0,0,0,0,0,0,0,0,7.0,6.8,Team1,EUW1_7185310944,Bronze4
7610,11,3476,3529,4570,4656,4013,3597,4347,3448,3036,2898,20244,17326,9,7,1,0,0,0,0,1,0,0,0,0,7.4,7.4,Team1,EUW1_7185310944,Bronze4
7611,12,3809,3941,4938,4883,4193,3845,4598,3858,4292,3602,21764,20195,9,9,1,0,0,0,0,1,0,0,0,0,7.8,8.0,Team1,EUW1_7185310944,Bronze4
7612,13,4471,4281,5527,5246,4465,4178,4721,4170,4456,3778,23990,21303,11,9,1,0,0,0,0,1,0,0,0,0,8.6,8.2,Team1,EUW1_7185310944,Bronze4
7613,14,4868,4713,5967,5715,4983,4483,4918,4414,4623,4011,26246,22449,13,9,1,0,0,0,0,1,0,0,0,0,9.0,8.6,Team1,EUW1_7185310944,Bronze4
7614,15,5207,4941,6467,6260,5199,4675,5194,4884,6030,4328,28074,25111,15,12,1,0,0,0,0,1,0,0,0,0,9.2,9.0,Team1,EUW1_7185310944,Bronze4
7615,16,5520,5732,7020,6433,5526,5158,5571,5084,6153,4596,30231,26562,16,12,2,0,0,0,0,1,0,0,0,0,9.6,9.6,Team1,EUW1_7185310944,Bronze4
7616,17,5886,6113,7738,6744,6009,5627,5815,5206,7035,4748,32490,28431,19,13,2,0,0,0,0,1,0,0,0,0,10.2,9.8,Team1,EUW1_7185310944,Bronze4
7617,18,6830,6320,8300,7351,6211,5882,6077,5357,7394,4917,35012,29627,22,13,3,0,0,0,0,1,0,0,0,0,10.8,10.2,Team1,EUW1_7185310944,Bronze4
7618,19,7126,6492,8636,8514,6402,6566,6404,5569,7761,5120,37170,31420,22,14,4,0,0,0,0,1,0,0,0,0,11.2,10.4,Team1,EUW1_7185310944,Bronze4
7619,20,7520,6799,8934,9144,6859,6934,6677,5978,8267,5374,39256,33230,25,14,4,1,0,0,0,1,0,0,0,0,11.4,10.6,Team1,EUW1_7185310944,Bronze4
7620,21,7727,7182,9146,9729,7185,7450,6918,6227,8549,5566,40969,34710,26,14,4,1,0,0,1,1,0,0,0,0,11.8,11.0,Team1,EUW1_7185310944,Bronze4
7621,22,8400,7624,10149,10637,7890,7780,7247,6454,8672,5763,44700,35916,30,14,5,1,0,0,1,1,0,0,0,0,12.8,11.4,Team1,EUW1_7185310944,Bronze4
7622,23,8882,7934,10551,11523,8381,7977,7553,6654,8819,5947,47271,36950,34,14,5,1,0,0,1,1,0,0,0,0,13.2,11.4,Team1,EUW1_7185310944,Bronze4
7623,24,9162,8349,11279,11804,8797,8288,7675,6776,9101,6110,49391,37950,37,14,6,1,1,0,1,1,0,0,0,0,13.8,11.6,Team1,EUW1_7185310944,Bronze4
7624,25,9310,8652,11926,12941,9037,8626,8400,7104,9365,6295,51866,39790,38,15,7,1,1,0,1,1,0,0,0,0,14.0,12.4,Team1,EUW1_7185310944,Bronze4
7625,25,9632,8809,12116,13443,9142,8711,8485,7252,9560,6432,53142,40440,39,15,7,1,1,0,1,1,0,0,0,0,14.2,12.4,Team1,EUW1_7185310944,Bronze4
7626,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7181612565,Bronze4
7627,1,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7181612565,Bronze4
7628,2,542,621,630,563,524,584,611,570,598,539,2880,2902,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,Team1,EUW1_7181612565,Bronze4
7629,3,748,1022,1007,941,724,913,923,920,888,729,4442,4373,0,0,0,0,0,0,0,0,0,0,0,0,2.4,2.6,Team1,EUW1_7181612565,Bronze4
7630,4,1088,1335,1302,1274,895,1071,1126,1162,1088,905,5894,5352,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.4,Team1,EUW1_7181612565,Bronze4
7631,5,1224,1518,1594,1557,1080,1688,1799,1645,1483,1080,6973,7695,0,2,0,0,0,0,0,0,0,0,0,0,4.2,4.2,Team1,EUW1_7181612565,Bronze4
7632,6,1557,1864,1985,1806,1236,1853,2145,1967,1871,1281,8448,9117,0,2,0,0,0,0,0,0,0,0,0,0,4.8,4.8,Team1,EUW1_7181612565,Bronze4
7633,7,1899,2026,2300,2218,1435,2216,2352,2250,2133,1471,9878,10422,0,2,0,0,0,0,1,0,0,0,0,0,5.4,5.6,Team1,EUW1_7181612565,Bronze4
7634,8,2265,2541,2520,2605,1636,2436,2671,2799,2416,1678,11567,12000,1,3,0,0,0,0,1,0,0,0,0,0,6.2,6.0,Team1,EUW1_7181612565,Bronze4
7635,9,2598,3177,2768,2866,1829,2664,2805,3147,2623,1871,13238,13110,2,3,0,0,0,0,1,0,0,0,0,0,6.4,6.4,Team1,EUW1_7181612565,Bronze4
7636,10,2996,3573,3501,3200,2156,2940,3143,3312,2899,2104,15426,14398,3,3,0,0,0,0,1,0,0,0,0,0,7.2,7.0,Team1,EUW1_7181612565,Bronze4
7637,11,3341,3805,4207,3655,2376,3244,3365,3914,3279,2409,17384,16211,4,4,0,0,0,0,1,0,0,0,0,0,7.6,7.8,Team1,EUW1_7181612565,Bronze4
7638,12,3737,4169,4649,3777,2727,3366,3597,4058,3513,2700,19059,17234,5,4,0,0,0,0,2,0,0,0,0,0,8.0,7.8,Team1,EUW1_7181612565,Bronze4
7639,13,4649,4506,5020,4216,2959,3551,3720,4264,3803,2912,21350,18250,7,4,0,0,0,0,2,0,0,0,0,0,8.8,8.0,Team1,EUW1_7181612565,Bronze4
7640,14,5299,4831,5207,4608,3152,3674,4062,5106,4182,3090,23097,20114,7,5,0,0,0,0,2,0,0,0,0,0,9.0,8.6,Team1,EUW1_7181612565,Bronze4
7641,15,5491,5192,5649,5283,3304,4013,4762,5305,4374,3410,24919,21864,8,6,0,0,0,0,2,0,0,0,0,0,9.6,9.2,Team1,EUW1_7181612565,Bronze4
7642,16,5896,5499,5938,5590,3477,4188,4912,5711,4595,3626,26400,23032,8,6,0,0,0,0,2,0,0,0,0,0,10.0,9.4,Team1,EUW1_7181612565,Bronze4
7643,17,6138,5780,6425,6136,3651,4512,5097,6014,4933,4078,28130,24634,9,7,0,0,0,0,2,0,0,0,0,0,10.4,9.6,Team1,EUW1_7181612565,Bronze4
7644,18,7153,6168,6598,6549,4153,5611,5350,6437,5643,4305,30621,27346,10,10,1,0,0,0,2,0,0,0,0,0,10.6,10.4,Team1,EUW1_7181612565,Bronze4
7645,19,7441,6390,7000,7330,4776,6117,5486,6782,5765,4619,32937,28769,12,10,1,0,0,0,2,0,0,0,0,0,10.8,10.6,Team1,EUW1_7181612565,Bronze4
7646,20,7928,7256,7411,8408,5360,6825,5852,6955,5938,4821,36363,30391,14,10,4,0,0,0,3,0,0,0,0,0,11.6,11.0,Team1,EUW1_7181612565,Bronze4
7647,21,8401,8004,7839,8739,5616,7047,6310,7456,6327,5214,38599,32354,15,10,4,1,0,0,3,0,0,0,0,0,12.0,11.4,Team1,EUW1_7181612565,Bronze4
7648,22,8923,8420,8178,9569,5808,7387,6433,7724,6455,5518,40898,33517,17,10,4,1,0,0,3,0,0,0,0,0,12.6,11.8,Team1,EUW1_7181612565,Bronze4
7649,23,9234,9176,8750,10191,6198,7509,6569,7868,6587,5859,43549,34392,19,10,5,1,0,0,3,0,0,0,0,0,12.8,11.8,Team1,EUW1_7181612565,Bronze4
7650,24,9656,9733,9227,10656,6671,7791,7071,8313,7072,6580,45943,36827,19,10,5,2,0,0,3,0,0,0,1,0,13.6,11.8,Team1,EUW1_7181612565,Bronze4
7651,25,10612,10145,9445,11534,7192,8035,7315,8557,7525,8357,48928,39789,23,11,6,2,0,0,4,0,0,0,1,0,14.0,12.2,Team1,EUW1_7181612565,Bronze4
7652,26,11108,10773,9953,11682,7670,8157,7437,8922,7696,8526,51186,40738,24,11,7,2,0,0,4,0,0,0,1,0,14.6,12.6,Team1,EUW1_7181612565,Bronze4
7653,27,11927,11459,10586,13305,8224,8336,7663,9045,8165,9097,55501,42306,28,12,10,2,0,0,4,0,0,0,1,0,15.0,13.2,Team1,EUW1_7181612565,Bronze4
7654,27,11946,11528,10605,13323,8247,8354,7681,9063,8183,9120,55649,42401,28,12,10,2,2,0,4,0,0,0,1,0,15.0,13.2,Team1,EUW1_7181612565,Bronze4
7655,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7171285323,Bronze4
7656,1,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7171285323,Bronze4
7657,2,563,674,991,625,557,563,611,584,577,539,3410,2874,1,0,0,0,0,0,0,0,0,0,0,0,1.4,1.2,Team2,EUW1_7171285323,Bronze4
7658,3,1034,1076,1348,976,789,985,838,871,839,701,5223,4234,2,1,0,0,0,0,0,0,0,0,0,0,2.4,2.2,Team2,EUW1_7171285323,Bronze4
7659,4,1339,1368,1660,1481,1103,1547,1286,1015,1109,945,6951,5902,3,2,0,0,0,0,0,0,0,0,0,0,3.4,3.4,Team2,EUW1_7171285323,Bronze4
7660,5,1671,1619,2027,1764,1259,1711,1489,1284,1231,1100,8340,6815,3,2,0,0,0,0,0,0,0,0,0,0,4.4,3.8,Team2,EUW1_7171285323,Bronze4
7661,6,1951,2191,2255,2106,1629,2016,1701,1421,1518,1344,10132,8000,4,2,0,0,0,0,0,0,0,0,0,0,5.0,4.2,Team2,EUW1_7171285323,Bronze4
7662,7,2241,2463,2398,2515,1887,2647,2089,1777,1654,1849,11504,10016,4,4,0,0,0,0,1,0,0,0,0,0,5.2,5.0,Team2,EUW1_7171285323,Bronze4
7663,8,2898,2850,2756,2895,2107,2825,2321,2073,1936,2106,13506,11261,5,4,0,0,0,0,1,0,0,0,0,0,6.0,5.2,Team2,EUW1_7171285323,Bronze4
7664,9,3142,3167,3641,3233,2612,3123,3089,2641,2273,2386,15795,13512,8,6,0,0,0,0,1,0,0,0,0,0,6.4,6.0,Team2,EUW1_7171285323,Bronze4
7665,10,3393,3488,3994,3526,2909,3896,3427,3371,2507,2608,17310,15809,8,8,0,0,0,0,1,0,0,0,0,0,7.2,6.2,Team2,EUW1_7171285323,Bronze4
7666,11,3716,3890,4380,3877,3061,4040,3549,3648,2796,2832,18924,16865,8,8,0,0,0,0,1,0,0,0,0,0,7.4,6.8,Team2,EUW1_7171285323,Bronze4
7667,12,4063,4232,5171,4723,3363,4413,3671,4000,2960,3331,21552,18375,10,9,0,0,0,0,1,0,0,0,0,0,8.0,7.4,Team2,EUW1_7171285323,Bronze4
7668,13,5053,4643,6278,5052,3652,4640,4240,4318,3520,3483,24678,20201,11,10,1,0,0,0,1,0,0,0,0,0,8.6,8.0,Team2,EUW1_7171285323,Bronze4
7669,14,5483,4995,6575,5414,4286,5290,4498,4891,3673,3708,26753,22060,13,12,1,0,0,0,1,1,0,0,0,0,8.8,8.4,Team2,EUW1_7171285323,Bronze4
7670,15,5710,5352,6963,5536,4439,5559,4730,5139,4012,3860,28000,23300,13,12,1,0,0,0,1,1,0,0,0,0,8.8,8.8,Team2,EUW1_7171285323,Bronze4
7671,16,5833,5729,7164,6026,4710,6030,5317,5311,4135,4012,29462,24805,14,13,1,0,0,0,1,1,0,0,0,0,9.6,9.0,Team2,EUW1_7171285323,Bronze4
7672,17,6674,6440,7336,6379,4913,7425,5489,5685,4546,4340,31742,27485,15,15,3,0,0,0,1,1,0,0,0,0,10.0,9.6,Team2,EUW1_7171285323,Bronze4
7673,18,7867,6739,7700,6592,5090,8322,5777,6787,4922,4683,33988,30491,17,17,4,1,0,0,1,1,0,0,0,0,10.2,10.2,Team2,EUW1_7171285323,Bronze4
7674,19,8227,7100,8038,6889,5242,8765,5899,6993,5232,4845,35496,31734,17,17,4,1,0,0,1,1,0,0,0,0,10.4,10.8,Team2,EUW1_7171285323,Bronze4
7675,20,9708,7725,8349,7399,5548,9737,6046,7597,5380,5022,38729,33782,18,18,6,2,1,0,2,1,0,0,0,0,11.2,10.8,Team2,EUW1_7171285323,Bronze4
7676,21,9881,8093,8740,7843,5882,10275,6778,8061,6032,5250,40439,36396,18,20,7,2,1,0,2,1,0,0,0,0,11.2,11.4,Team2,EUW1_7171285323,Bronze4
7677,22,10153,8497,9387,8196,6265,10954,7064,8357,6330,5402,42498,38107,19,21,8,2,1,0,2,1,0,0,0,0,11.6,11.8,Team2,EUW1_7171285323,Bronze4
7678,23,10816,8644,10174,8343,6443,11549,7657,9314,7195,5855,44420,41570,19,23,9,2,1,0,2,1,0,0,0,1,11.8,12.8,Team2,EUW1_7171285323,Bronze4
7679,24,10939,8990,10297,8526,6595,12481,8031,9818,8048,6055,45347,44433,19,26,9,2,1,0,2,1,0,0,0,1,12.0,13.2,Team2,EUW1_7171285323,Bronze4
7680,25,11380,9163,10419,8980,6748,13004,8713,10243,8631,6389,46690,46980,20,27,9,3,1,0,2,2,0,0,0,1,12.2,13.6,Team2,EUW1_7171285323,Bronze4
7681,26,11789,9340,10618,9299,6900,13770,8990,11013,9183,6890,47946,49846,20,29,10,3,1,0,2,2,0,0,0,1,12.6,13.8,Team2,EUW1_7171285323,Bronze4
7682,27,12507,9488,10837,9447,7093,14566,9497,12065,9914,7376,49372,53418,20,31,12,4,2,1,2,2,0,0,0,1,12.6,14.2,Team2,EUW1_7171285323,Bronze4
7683,28,13510,9826,11293,9947,7273,15266,9891,12187,10646,7555,51849,55545,21,33,12,4,2,1,2,2,0,0,0,1,13.2,14.8,Team2,EUW1_7171285323,Bronze4
7684,28,13658,9974,11426,10045,7395,16262,10414,12795,11236,7919,52498,58626,21,38,13,5,3,1,2,2,0,0,0,1,13.2,15.4,Team2,EUW1_7171285323,Bronze4
7685,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7165545059,Bronze4
7686,1,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7165545059,Bronze4
7687,2,542,611,535,563,524,591,611,612,563,524,2775,2901,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,Team2,EUW1_7165545059,Bronze4
7688,3,850,937,787,846,748,1327,993,955,920,709,4168,4904,0,1,0,0,0,0,0,0,0,0,0,0,2.4,2.6,Team2,EUW1_7165545059,Bronze4
7689,4,1029,1335,910,1113,949,1849,1335,1260,1120,865,5336,6429,1,2,0,0,0,0,0,0,0,0,0,0,3.4,3.6,Team2,EUW1_7165545059,Bronze4
7690,5,1277,1457,1123,1403,1089,2084,1598,1564,1382,1005,6349,7633,1,2,0,0,0,0,0,0,0,0,0,0,3.8,4.0,Team2,EUW1_7165545059,Bronze4
